Block,Location,Sequence,Co.,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Fl_2.25,Fl_3.3,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.9,Fl_4.22,Fl_4.28,Fl_5.4,Fl_5.12,Fl_5.19,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,FFD,days_germ2flower,days_sow2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
2,93,260,3,BB_198,BB_138,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-02,93,121,2022-04-02,0,1,1,0,0
2,94,262,5,BB_091,BB_094,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-25,102,113,2022-03-25,0,1,1,0,0
2,94,263,3,BB_065,BB_013,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-18,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2022-03-18,88,106,2022-03-25,7,1,1,0,0
2,95,267,2,BB_015,BB_063,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
2,96,269,5,BB_057,BB_200,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
2,96,271,5,BB_173,BB_044,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,2022-04-29,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,103,121,2022-04-29,27,1,1,0,0
2,97,272,2,BB_197,BB_060,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,0,NA,0,0,2022-03-11,88,99,2022-03-11,0,1,1,0,0
2,97,274,4,BB_047,BB_071,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,98,275,3,BB_167,BB_110,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-20,2021-12-02,NA,NA,2022-03-11,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,0,0,0,0,NA,0,0,2022-03-11,81,99,2022-03-18,7,1,1,0,0
2,98,276,2,BB_142,BB_086,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,1,NA,0,0,2022-04-02,110,121,2022-04-08,6,1,1,0,0
2,99,277,5,BB_217,BB_205_A,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,NA,NA,0,NA,NA,0,0,2022-03-18,95,106,2022-04-02,15,1,1,0,0
2,99,278,5,BB_176,BB_059,R,2,TRUE,TRUE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,NA,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,1,2,0,3,0,1,1,3,2022-03-11,88,99,2022-04-02,22,1,1,1,1
2,99,279,3,BB_198,BB_035,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
2,99,280,3,BB_065,BB_192,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,1,0,1,0,0,0,0,2022-03-11,88,99,2022-03-18,7,1,1,1,0
2,101,283,2,BB_182,BB_021,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,7,7,7,2022-03-11,88,99,2022-03-11,0,1,1,1,1
2,102,285,2,BB_055,BB_183,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-26,103,114,2022-03-26,0,1,1,0,0
2,103,287,5,BB_217,BB_054,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,NA,0,0,2022-04-08,116,127,2022-04-29,21,1,1,0,0
2,103,288,3,BB_011,BB_215,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-29,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,2022-04-29,130,148,2022-04-29,0,1,1,1,0
2,103,289,3,BB_144,BB_030,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,2022-04-23,131,142,2022-04-23,0,1,1,1,0
2,103,290,3,BB_169,BB_181,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-23,124,142,2022-04-23,0,1,1,0,0
2,104,291,4,BB_130,BB_048,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,3,3,3,2022-04-23,131,142,2022-04-23,0,1,1,1,1
2,104,292,3,BB_168,BB_046,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,104,293,5,BB_173,BB_170,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,105,294,2,BB_107,BB_123,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,4,4,4,2022-04-02,110,121,2022-04-02,0,1,1,1,1
3,106,295,4,BB_047,BB_071,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,1,NA,0,0,2022-03-26,103,114,2022-04-02,7,1,1,0,0
3,106,296,2,BB_182,BB_103,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,1,0,0,1,1,2,2,2,2022-04-02,110,121,2022-04-08,6,1,1,1,1
3,107,300,3,BB_115,BB_020,R,3,TRUE,TRUE,TRUE,3,"3,7,8",NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2022-03-26,103,114,2022-04-02,7,1,1,0,0
3,108,302,1,BB_213,BB_204,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,2022-03-26,103,114,2022-04-02,7,1,1,1,0
3,108,303,2,BB_196,BB_186,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,0,0,0,0,NA,0,0,2022-03-18,95,106,2022-04-02,15,1,1,0,0
3,109,304,4,BB_125,BB_024,R,8,TRUE,TRUE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
3,109,305,2,BB_066,BB_087,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
3,109,306,5,BB_108,BB_097,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
3,111,307,6,BB_171,BB_127,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,1,1,2,2022-04-02,110,121,2022-04-08,6,1,1,1,1
3,111,308,1,BB_122,BB_027,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-26,103,114,2022-04-02,7,1,1,0,0
3,111,309,5,BB_108,BB_069,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-08,116,127,2022-04-08,0,1,1,0,0
3,112,310,2,BB_107,BB_151,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-08,6,1,1,0,0
3,112,311,4,BB_099,BB_161,R,8,TRUE,TRUE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,5,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
3,112,313,2,BB_015,BB_218,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-26,103,114,2022-04-02,7,1,1,0,0
3,113,314,2,BB_182,BB_201,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,96,114,2022-04-02,7,1,1,0,0
3,113,315,3,BB_144,BB_030,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-26,96,114,2022-04-08,13,1,1,0,0
3,113,316,5,BB_051,BB_118,R,6,TRUE,TRUE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
3,114,317,4,BB_099,BB_032,R,7,TRUE,TRUE,TRUE,7,"5,2,7",NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,103,114,2022-04-02,7,1,1,0,0
3,114,318,3,BB_198,BB_035,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-18,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,1,NA,0,0,2022-03-11,88,99,2022-04-02,22,1,1,0,0
3,115,320,1,BB_194,BB_214,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,0,0,0,0,NA,0,0,2022-03-18,95,106,2022-04-02,15,1,1,0,0
3,115,321,3,BB_115,BB_077,R,7,TRUE,TRUE,TRUE,7,"1,7,8",NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,2,0,0,2,0,4,2,4,2022-03-18,95,106,2022-03-18,0,1,1,1,1
3,116,323,1,BB_023,BB_078,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-08,1,0,0,1,0,0,0,0,2022-04-08,116,127,2022-04-08,0,1,1,1,0
3,116,324,3,BB_038,BB_149,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
3,116,325,4,BB_073,BB_064,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
3,117,326,1,BB_023,BB_190,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-18,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,3,4,2,1,3,2022-03-18,88,106,2022-04-02,15,1,1,1,1
3,117,327,4,BB_073,BB_092,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,3,1,0,4,1,3,1,4,2022-03-18,95,106,2022-04-02,15,1,1,1,1
3,117,328,5,BB_091,BB_098,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,1,0,1,2,0,0,0,2022-03-18,95,106,2022-04-08,21,1,1,1,0
3,118,329,3,BB_174,BB_002,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-12-02,NA,NA,2022-03-11,2022-03-18,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-11,81,99,2022-03-26,15,1,1,0,0
3,118,330,4,BB_005,BB_034,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
3,118,331,3,BB_144,BB_207,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,103,114,2022-04-08,13,1,1,0,0
3,119,332,5,BB_051,BB_143,R,1,TRUE,TRUE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-29,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-29,137,148,2022-04-29,0,1,1,0,0
3,119,333,2,BB_142,BB_086,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
3,119,334,5,BB_108,BB_189,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,103,114,2022-03-26,0,1,1,0,0
3,121,335,4,BB_177,BB_134,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,2022-03-04,NA,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,3,7,7,7,2022-03-04,81,92,2022-03-18,14,1,1,1,1
3,121,336,1,BB_028,BB_109,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,2,0,0,2,7,1,0.5,1,2022-03-18,95,106,2022-03-18,0,1,1,1,1
3,121,337,2,BB_107,BB_123,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,2022-03-04,NA,2022-03-18,2022-03-26,2022-04-02,2022-04-08,2022-04-23,NA,NA,NA,NA,NA,NA,2022-03-26,1,1,0,2,16,8,8,16,2022-03-04,81,92,2022-04-23,50,1,1,1,1
3,121,338,2,BB_196,BB_088,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,3,2,0,5,0,7,2.3333333333333335,11.666666666666668,2022-03-18,88,106,2022-04-02,15,1,1,1,1
3,122,339,2,BB_014,BB_152,R,2,TRUE,TRUE,TRUE,2,"2,3,4",NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-03-12,89,100,2022-04-02,21,1,1,0,0
3,122,340,4,BB_130,BB_120,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,2,1,1,1,NA,NA,NA,NA,NA,1,0,1,1
3,122,341,2,BB_182,BB_021,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,2022-03-12,89,100,2022-03-12,0,1,1,1,0
3,123,342,1,BB_202,BB_018,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,NA,2022-03-26,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-26,1,0,0,1,0,4,4,4,2022-03-12,89,100,2022-04-08,27,1,1,1,1
3,123,343,3,BB_174,BB_010,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-03-26,103,114,2022-04-08,13,1,1,0,0
3,123,344,5,BB_141,BB_003,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,0,0,0,0,NA,0,0,2022-03-18,95,106,2022-03-18,0,1,1,0,0
3,124,345,4,BB_047,BB_193,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-12,0,2,0,2,1,0,0,0,2022-03-12,89,100,2022-04-02,21,1,1,1,0
3,124,346,3,BB_038,BB_042,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,2022-03-04,NA,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,0,0,0,2,0,0,0,2022-03-04,81,92,2022-03-18,14,1,1,0,0
3,124,347,4,BB_005,BB_195,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,0,0,0,0,1,0,0,0,2022-03-12,89,100,2022-03-18,6,1,1,0,0
3,124,348,4,BB_001,BB_074,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-12,89,100,2022-03-12,0,1,1,0,0
3,125,349,5,BB_176,BB_049,R,2,TRUE,TRUE,TRUE,2,"5,2,4",NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,1,0,0,1,0,3,3,3,2022-03-18,95,106,2022-04-02,15,1,1,1,1
3,125,350,4,BB_047,BB_131,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
3,125,351,5,BB_173,BB_044,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-26,103,114,2022-03-26,0,1,1,0,0
3,126,352,4,BB_177,BB_117,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
3,126,354,4,BB_175,BB_172,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,1,0,0,1,0,4,4,4,2022-03-12,89,100,2022-04-02,21,1,1,1,1
3,126,355,3,BB_065,BB_013,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,1,0,0,1,2,0,0,0,2022-03-18,95,106,2022-03-26,8,1,1,1,0
3,127,356,1,BB_023,BB_206,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-13,2021-12-02,NA,NA,2022-03-12,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-12,0,0,0,0,3,0,0,0,2022-03-12,89,100,2022-04-02,21,1,1,0,0
3,127,357,1,BB_162,BB_080,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-13,2021-12-02,NA,NA,NA,2022-03-18,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-18,2,2,0,4,3,0,0,0,2022-03-18,95,106,2022-04-02,15,1,1,1,0
