Year,Sequence,Cohort,Block,Transect,Donor,Recipient,Gen,Replicated,Plant_ID,F_plant,Rep_FitP,any_FitP,F_plant_ID,F_multi,Germ_Date,Sow_Date,Plant_Date,FFD,LFD,fl_duration,days_germ2flower,days_sow2flower,days_plant2flower,corolla_diam_mm,corolla_area_mm2,leaf_area_mm2,leaf_dryweight_mg,SLA,LMA,skel_dryweight_mg,d13C,sample_weight_mg,closed_fruits,open_fruits,total_fruits,nonfitness_fruits,filled_seeds,msm_all,sd_msm_all,mean_seeds_per_fruit,est_fecundity,est_fecundity_int,surv_to_germ,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
2022,93,3,1,3,BO_198,BO_158,G1,n,1,TRUE,FALSE,TRUE,1,1,2021-12-21,2021-11-11,2021-11-17,2022-04-08,2022-04-13,5,108,148,142,NA,NA,NA,NA,NA,NA,23.16,-29.29,3.93,1,0,1,2,0,NA,NA,0,0,0,1,1,1,1,0
2022,94,5,1,3,BO_109,BO_001,G1,n,5,TRUE,FALSE,TRUE,5,5,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-04-13,5,123,148,142,NA,NA,84.915,5.79,14.66580310880829,0.06818583289171525,NA,NA,NA,1,1,2,16,0,NA,NA,0,0,0,1,1,1,1,0
2022,95,3,1,3,BO_198,BO_100,G1,n,8,TRUE,FALSE,TRUE,8,8,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-04-13,12,116,141,135,26.673,339.755,NA,NA,NA,NA,8.88,-28.11,3.02,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,96,2,1,3,BO_022,BO_146,G1,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-11,2021-11-17,2022-03-25,2022-05-05,41,NA,134,128,28.397,487.661,NA,NA,NA,NA,NA,NA,NA,3,5,8,2,6,6.471666666666667,NA,2,16,16,0,1,1,1,1
2022,97,1,1,3,BO_088,BO_169,G1,n,6,TRUE,FALSE,TRUE,6,6,2021-12-15,2021-11-11,2021-11-17,2022-04-01,2022-05-05,34,107,141,135,26.003,379.727,NA,NA,NA,NA,NA,-29.1,1.9,3,10,13,0,3,3.4233333333333333,NA,1,13,13,1,1,1,1,1
2022,98,6,1,3,BO_183,BO_116,G1,n,6,TRUE,FALSE,TRUE,6,6,2021-12-06,2021-11-11,2021-11-17,2022-04-21,2022-05-05,14,136,161,155,26.025,361.727,18.232,1.34,13.60597014925373,0.07349714787187363,NA,NA,NA,2,3,5,0,0,NA,NA,0,0,0,1,1,1,1,0
2022,99,6,1,3,BO_040,BO_171,G1,n,3,TRUE,FALSE,TRUE,3,3,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-05-12,34,123,148,142,24.193,335.328,26.422,1.92,13.761458333333334,0.07266671712966467,NA,NA,NA,1,0,1,9,0,NA,NA,0,0,0,1,1,1,1,0
2022,100,6,1,3,BO_001,BO_025,G1,R,5,TRUE,TRUE,TRUE,5,"5,7",NA,2021-11-11,2021-11-17,2022-04-01,2022-04-13,12,NA,141,135,24.583,350.973,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,0
2022,101,2,1,3,BO_096,BO_134,G1,n,5,TRUE,FALSE,TRUE,5,5,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-04-13,12,116,141,135,26.441,414.396,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,103,6,1,3,BO_069,BO_145,G1,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-11-11,2021-11-17,2022-04-01,2022-04-13,12,NA,141,135,24.299,400.187,NA,NA,NA,NA,NA,NA,NA,1,0,1,2,6,2.731666666666667,NA,6,6,6,0,1,1,1,1
2022,104,2,1,3,BO_189,BO_142,G1,R,6,TRUE,TRUE,TRUE,6,"5,6,8",2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-04-28,20,123,148,142,28.515,443.912,39.433,3.81,10.3498687664042,0.09661958258311566,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,1,1,0,0,0
2022,105,1,1,3,BO_088,BO_140,G1,n,1,TRUE,FALSE,TRUE,1,1,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-21,27,109,134,128,27.002,453.396,NA,NA,NA,NA,91.63,-28.15,3.92,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,106,6,1,3,BO_001,BO_151,G1,R,6,TRUE,TRUE,TRUE,6,"6,3",NA,2021-11-11,2021-11-17,2022-04-21,2022-04-21,0,NA,161,155,23.687,322.403,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,0
2022,107,5,1,3,BO_109,BO_028,G1,n,1,TRUE,FALSE,TRUE,1,1,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-05-12,34,123,148,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,109,5,1,3,BO_173,BO_054,G1,n,1,TRUE,FALSE,TRUE,1,1,2021-12-28,2021-11-11,2021-11-17,2022-03-25,2022-04-28,34,87,134,128,32.627,652.307,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,110,6,1,3,BO_032,BO_088,G1,n,5,TRUE,FALSE,TRUE,5,5,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-05-12,48,109,134,128,20.904,NA,NA,NA,NA,NA,NA,NA,NA,3,10,13,0,6,6.415,NA,2,26,26,1,1,1,1,1
2022,111,5,1,4,BO_065,BO_014,G1,n,2,TRUE,FALSE,TRUE,2,2,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-05-20,42,123,148,142,20.529,228.34,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,NA,NA,0,0,0,1,1,1,1,0
2022,116,2,1,4,BO_022,BO_020,G1,n,8,TRUE,FALSE,TRUE,8,8,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,0,0,0,0
2022,117,2,1,4,BO_029,BO_090,G1,n,8,TRUE,FALSE,TRUE,8,8,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-04-21,13,123,148,142,26.411,360.691,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,NA,NA,0,0,0,1,1,1,1,0
2022,118,5,1,4,BO_070,BO_046,G1,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-11,2021-11-17,2022-05-20,2022-05-20,0,NA,190,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,0
2022,119,2,1,4,BO_199,BO_015,G1,n,2,TRUE,FALSE,TRUE,2,2,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-05-20,42,123,148,142,16.405,159.168,NA,NA,NA,NA,10.84,-26.96,4.6,0,1,1,0,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,120,5,1,4,BO_143,BO_195,G1,R,3,TRUE,TRUE,TRUE,3,3,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-04-21,13,123,148,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,122,3,1,4,BO_163,BO_144,G1,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-11,2021-11-17,2022-04-01,2022-04-08,7,NA,141,135,NA,NA,NA,NA,NA,NA,19.1,-27.91,4.45,0,0,0,1,0,NA,NA,NA,0,0,0,1,0,0,0
2022,124,1,1,4,BO_106,BO_131,G1,n,3,TRUE,FALSE,TRUE,3,3,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-05-05,27,123,148,142,21.49,255.621,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,127,2,1,4,BO_177,BO_147,G1,n,3,TRUE,FALSE,TRUE,3,3,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-13,19,109,134,128,22.709,298.855,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,128,1,1,4,BO_151,BO_167,G1,n,7,TRUE,FALSE,TRUE,7,7,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-04-13,12,116,141,135,22.231,276.524,NA,NA,NA,NA,9.18,-29.76,2.86,1,1,2,0,2,3.31,NA,2,4,4,1,1,1,1,1
2022,130,2,1,4,BO_130,BO_161,G1,n,6,TRUE,FALSE,TRUE,6,6,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-21,27,109,134,128,34.466,612.226,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,132,5,1,4,BO_070,BO_184,G1,n,7,TRUE,FALSE,TRUE,7,7,2021-12-15,2021-11-11,2021-11-17,2022-04-01,2022-04-21,20,107,141,135,30.512,523.66,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,133,6,2,5,BO_040,BO_171,G1,n,1,TRUE,FALSE,TRUE,1,1,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-04-13,12,116,141,135,27.952,432.992,37.171,2.37,15.683966244725738,0.06375938231416965,58.16,-28.77,2.09,0,1,1,3,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,134,2,2,5,BO_177,BO_121,G1,n,7,TRUE,FALSE,TRUE,7,7,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-05-20,49,116,141,135,NA,NA,NA,NA,NA,NA,47.89,-26.87,4.04,2,5,7,0,3,0.8666666666666667,NA,1.5,10.5,10,1,1,1,1,1
2022,135,1,2,5,BO_128,BO_060,G1,n,8,TRUE,FALSE,TRUE,8,8,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-05-20,49,116,141,135,NA,NA,40.405,2.03,19.90394088669951,0.05024130676896423,NA,-28.78,4.2,0,0,0,2,0,NA,NA,NA,0,0,1,1,0,0,0
2022,136,6,2,5,BO_183,BO_063,G1,n,8,TRUE,FALSE,TRUE,8,8,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-13,19,109,134,128,NA,NA,17.268,1.1,15.698181818181817,0.06370164466064397,11.94,-29.05,2.68,0,0,0,1,0,NA,NA,NA,0,0,1,1,0,0,0
2022,137,2,2,5,BO_096,BO_012,G1,n,2,TRUE,FALSE,TRUE,2,2,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-05-20,49,116,141,135,26.315,430.546,13.653,1.02,13.385294117647058,0.07470885519666008,48.39,-26.55,3.88,0,3,3,0,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,138,2,2,5,BO_022,BO_020,G1,n,1,TRUE,FALSE,TRUE,1,1,2021-12-06,2021-11-11,2021-11-17,2022-03-11,2022-05-20,70,95,120,114,30.052,554.075,35.51,2.61,13.60536398467433,0.07350042241622078,74.27,-28.26,5.15,0,7,7,0,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,139,6,2,5,BO_153,BO_022,G1,n,2,TRUE,FALSE,TRUE,2,2,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-08,14,109,134,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,140,5,2,5,BO_162,BO_108,G1,n,1,TRUE,FALSE,TRUE,1,1,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-03-25,0,109,134,128,16.24,146.531,61.168,4.78,12.796652719665271,0.07814543552184149,NA,NA,NA,0,0,0,3,0,NA,NA,NA,0,0,1,1,0,0,0
2022,141,6,2,5,BO_183,BO_198,G1,n,8,TRUE,FALSE,TRUE,8,8,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-05-20,42,123,148,142,29.131,512.695,45.18,2.79,16.193548387096772,0.06175298804780877,NA,NA,NA,0,0,0,4,0,NA,NA,NA,0,0,1,1,0,0,0
2022,142,5,2,5,BO_065,BO_014,G1,n,7,TRUE,FALSE,TRUE,7,7,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-05-20,49,116,141,135,26.473,433.592,19.408,1.64,11.834146341463416,0.08450123660346248,24.19,-29.24,2.39,2,1,3,0,0,NA,NA,0,0,0,1,1,1,1,0
2022,143,5,2,5,BO_109,BO_001,G1,n,4,TRUE,FALSE,TRUE,4,4,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-04-13,5,123,148,142,NA,NA,15.644,1.25,12.5152,0.07990283814881105,11.08,-28.41,5.12,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,144,5,2,5,BO_162,BO_089,G1,n,7,TRUE,FALSE,TRUE,7,7,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-28,34,109,134,128,NA,NA,NA,NA,NA,NA,6.9,-30.36,2.76,2,1,3,0,4,3.5175,NA,2,6,6,1,1,1,1,1
2022,145,5,2,5,BO_109,BO_095,G1,n,8,TRUE,FALSE,TRUE,8,8,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-05-12,48,109,134,128,NA,NA,90.877,6.05,15.020991735537189,0.06657350044565732,29.9,-27.57,4.17,0,2,2,4,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,147,2,2,5,BO_038,BO_082,G1,R,6,TRUE,TRUE,TRUE,6,"5,6,7",2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-05-25,54,116,141,135,23.5,339.263,34.893,2.6,13.420384615384615,0.07451351273894478,19,-28.95,4.14,0,3,3,0,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,148,4,2,5,BO_170,BO_045,G1,n,5,TRUE,FALSE,TRUE,5,5,2021-12-15,2021-11-11,2021-11-17,2022-03-25,2022-05-20,56,100,134,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,4,2.885,NA,4,4,4,1,1,1,1,1
2022,149,1,2,5,BO_119,BO_017,G1,n,6,TRUE,FALSE,TRUE,6,6,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-08,14,109,134,128,26.21,459.177,49.23,5.17,9.522243713733076,0.1050172658947796,23.91,-29.64,4.26,3,3,6,0,6,3.8966666666666665,NA,2,12,12,1,1,1,1,1
2022,150,5,2,5,BO_065,BO_115,G1,n,2,TRUE,FALSE,TRUE,2,2,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-01,7,109,134,128,26.77,471.401,74.359,6.13,12.130342577487765,0.0824379026076198,7.54,-28.39,1.93,1,3,4,8,2,3.175,NA,2,8,8,1,1,1,1,1
2022,151,1,2,5,BO_185,BO_071,G1,n,3,TRUE,FALSE,TRUE,3,3,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-05-20,42,123,148,142,22.8,292.646,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,NA,NA,0,0,0,1,1,1,1,0
2022,152,2,2,5,BO_189,BO_086,G1,R,3,TRUE,TRUE,TRUE,3,3,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-05-25,54,116,141,135,23.508,311.209,NA,NA,NA,NA,157.59,-25.92,3.55,2,18,20,0,1,3.16,NA,0.5,10,10,1,1,1,1,1
2022,153,5,2,5,BO_173,BO_079,G1,n,4,TRUE,FALSE,TRUE,4,NA,2021-12-06,2021-11-11,2021-11-17,2022-04-13,2022-05-25,42,128,153,147,NA,NA,25.622,1.74,14.72528735632184,0.06791038950901569,78.36,-27.16,5.25,7,2,9,4,3,2.6966666666666668,NA,0.42857142857142855,3.8571428571428568,4,1,1,1,1,1
2022,154,1,2,5,BO_185,BO_085,G1,n,6,TRUE,FALSE,TRUE,6,6,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-04-08,0,123,148,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,156,5,2,5,BO_194,BO_098,G1,n,5,TRUE,FALSE,TRUE,5,5,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-21,27,109,134,128,25.882,375.503,20.235,0.97,20.86082474226804,0.04793674326661725,NA,NA,NA,5,0,5,9,15,3.5126666666666666,NA,3,15,15,1,1,1,1,1
2022,158,1,2,5,BO_119,BO_051,G1,n,1,TRUE,FALSE,TRUE,1,1,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-08,14,109,134,128,24.282,368.434,NA,NA,NA,NA,33.74,-29.01,1.92,1,0,1,1,0,NA,NA,0,0,0,1,1,1,1,0
2022,159,2,2,5,BO_038,BO_149,G1,R,2,TRUE,TRUE,TRUE,2,"2,3",2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-05-20,49,116,141,135,NA,NA,30.897,2.32,13.317672413793103,0.07508819626500955,NA,-28.72,3.89,3,0,3,0,2,4.81,NA,0.6666666666666666,2,2,1,1,1,1,1
2022,161,5,2,5,BO_109,BO_028,G1,n,5,TRUE,FALSE,TRUE,5,5,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-04-01,0,116,141,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,167,5,2,5,BO_143,BO_195,G1,R,4,TRUE,TRUE,TRUE,4,4,2021-12-15,2021-11-11,2021-11-17,2022-04-08,2022-05-20,42,114,148,142,17.047,183.986,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,168,2,2,5,BO_187,BO_031,G1,n,6,TRUE,FALSE,TRUE,6,6,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-04-28,27,116,141,135,21.913,218.301,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,169,1,2,5,BO_088,BO_140,G1,n,4,TRUE,FALSE,TRUE,4,4,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-05-20,56,109,134,128,26.446,421.534,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,2,7.89,NA,2,12,12,1,1,1,1,1
2022,170,6,2,5,BO_013,BO_114,G1,n,8,TRUE,FALSE,TRUE,8,8,2021-12-15,2021-11-11,2021-11-17,2022-04-01,2022-04-21,20,107,141,135,NA,NA,NA,NA,NA,NA,36.2,-28.58,3.06,0,2,2,0,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,172,4,2,5,BO_073,BO_117,G1,n,1,TRUE,FALSE,TRUE,1,1,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-21,27,109,134,128,27.983,478.407,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,173,4,2,5,BO_073,BO_186,G1,n,6,TRUE,FALSE,TRUE,6,6,2021-12-15,2021-11-11,2021-11-17,2022-04-08,2022-04-28,20,114,148,142,25.477,371.007,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,174,4,2,5,BO_074,BO_047,G1,n,4,TRUE,FALSE,TRUE,4,4,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-04-28,27,116,141,135,28.325,438.004,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,176,5,2,5,BO_005,BO_122,G1,n,7,TRUE,FALSE,TRUE,7,7,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-05-05,34,116,141,135,23.44,314.685,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,177,2,2,6,BO_029,BO_061,G1,n,3,TRUE,FALSE,TRUE,3,3,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-05-25,61,109,134,128,27.605,419.624,24.397,1.38,17.678985507246377,0.056564331680124605,64.38,-29.79,3.3,3,8,11,17,0,NA,NA,0,0,0,1,1,1,1,0
2022,178,1,2,6,BO_106,BO_131,G1,n,5,TRUE,FALSE,TRUE,5,5,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-05-25,61,109,134,128,27.917,438.277,123.788,8.96,13.815624999999999,0.07238181406921511,182.99,-28.46,4.74,5,27,32,1,4,5.055,NA,0.8,25.6,26,1,1,1,1,1
2022,179,5,2,6,BO_188,BO_008,G1,n,7,TRUE,FALSE,TRUE,7,7,2021-12-06,2021-11-11,2021-11-17,2022-03-17,2022-05-20,64,101,126,120,30.425,528.348,98.5,7.96,12.374371859296483,0.08081218274111675,46.97,NA,NA,5,5,10,3,6,6.21,1.4637110370561537,1.2,12,12,1,1,1,1,1
2022,180,1,2,6,BO_185,BO_153,G1,n,1,TRUE,FALSE,TRUE,1,1,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-04-01,7,109,134,128,23.653,351.38,35.199,16.28,2.162100737100737,0.4625131395778289,13.89,-30.47,2.69,0,3,3,8,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,181,1,2,6,BO_088,BO_050,G1,n,4,TRUE,FALSE,TRUE,4,4,2021-12-06,2021-11-11,2021-11-17,2022-04-08,2022-04-08,0,123,148,142,NA,NA,24.271,1.67,14.533532934131738,0.06880639446252729,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,0,1,1,0,0,0
2022,182,6,2,6,BO_001,BO_025,G1,R,7,TRUE,TRUE,TRUE,7,"6,3,7",2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-05-20,56,109,134,128,24.463,351.73,27.189,2.72,9.995955882352941,0.10004045753797491,50.6,-29.32,3.97,4,2,6,7,0,NA,NA,0,0,0,1,1,1,1,0
2022,183,2,2,6,BO_177,BO_147,G1,n,8,TRUE,FALSE,TRUE,8,8,2021-12-06,2021-11-11,2021-11-17,2022-04-01,2022-05-25,54,116,141,135,NA,NA,49.489,3.18,15.5625786163522,0.06425670350987088,16.01,-28.71,3.85,0,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0
2022,184,6,2,6,BO_032,BO_132,G1,n,6,TRUE,FALSE,TRUE,6,6,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-05-20,56,109,134,128,20.324,254.147,94.448,8.5,11.111529411764705,0.08999661189225817,47.96,-27.29,3.5,0,3,3,0,0,NA,NA,NA,NA,NA,1,1,1,0,0
2022,185,1,2,6,BO_151,BO_056,G1,n,8,TRUE,FALSE,TRUE,8,8,2021-12-06,2021-11-11,2021-11-17,2022-03-25,2022-05-25,61,109,134,128,25.34,324.399,30.207,1.54,19.614935064935064,0.050981560565431856,66.4,-27.71,3.94,3,14,17,5,10,4.86,NA,3.3333333333333335,56.66666666666667,57,1,1,1,1,1
2022,186,2,2,6,BO_038,BO_137,G1,R,2,TRUE,TRUE,TRUE,2,"2,7",2021-12-06,2021-11-11,2021-11-17,2022-03-17,2022-05-25,69,101,126,120,27.523,444.991,110.558,15.34,7.207170795306389,0.13875070098952585,47.75,-29.49,3.57,2,2,4,0,3,4.786666666666666,NA,1.5,6,6,1,1,1,1,1
