Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Fl_3.10,Fl_3.16,Fl_3.24,Fl_3.31,Fl_4.7,Fl_4.14,Fl_4.20,Fl_4.26,Fl_5.4,Fl_5.11,Fl_5.20,Fl_5.24,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,FFD,days_germ2flower,days_sow2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,2,69,HR_139,HR_129,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-04-07,5,0,0,5,2,4,0.8,4,2022-04-07,122,139,2022-04-14,7,1,1,1,1
1,2,70,HR_157,HR_088,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,2,2,4,2022-04-07,122,139,2022-04-07,0,1,1,1,1
1,2,71,HR_006,HR_142,R,4,TRUE,TRUE,TRUE,4,"1,3,4",NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-26,3,0,0,3,0,0,0,0,2022-04-07,122,139,2022-04-26,19,1,1,1,0
1,2,72,HR_200,HR_153,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-11-19,2021-11-19,NA,NA,NA,NA,2022-04-07,NA,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,2,0,0,2,5,2,1,2,2022-04-07,139,139,2022-04-20,13,1,1,1,1
1,2,73,HR_125,HR_086,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,2,2,0,4,3,2,1,4,2022-04-07,122,139,2022-04-26,19,1,1,1,1
1,2,74,HR_171,HR_073,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-17,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-04-07,3,0,0,3,1,0,0,0,2022-04-07,111,139,2022-04-14,7,1,1,1,0
1,2,75,HR_057,HR_006,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,7,1,0,8,2,7,1,8,2022-04-07,122,139,2022-04-26,19,1,1,1,1
1,2,76,HR_139,HR_062,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,3,2,0,5,4,0,0,0,2022-03-31,115,132,2022-04-14,14,1,1,1,0
1,2,77,HR_196,HR_054,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-19,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,2022-05-16,2022-04-07,12,0,0,12,1,6,0.5,6,2022-04-07,139,139,2022-04-26,19,1,1,1,1
1,2,78,HR_180,HR_023,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-19,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,3,0,0,3,1,7,2.3333333333333335,7,2022-04-07,139,139,2022-04-20,13,1,1,1,1
1,2,79,HR_195,HR_104,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,7,0,0,7,1,7,1,7,2022-04-07,122,139,2022-04-26,19,1,1,1,1
1,2,80,HR_027,HR_145,R,3,TRUE,TRUE,TRUE,3,"5,6,3",NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-07,1,0,0,1,0,0,0,0,2022-04-07,122,139,2022-04-07,0,1,1,1,0
1,2,81,HR_008,HR_012,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-17,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,7,0,0,7,0,6,0.8571428571428571,6,2022-04-07,111,139,2022-04-26,19,1,1,1,1
1,2,82,HR_070,HR_165,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,12,0,0,12,0,11,0.9166666666666666,11,2022-04-07,122,139,2022-04-26,19,1,1,1,1
1,2,83,HR_168,HR_064,R,8,TRUE,TRUE,TRUE,8,"6,7,8",NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,7,0,0,7,0,21,3,21,2022-04-07,122,139,2022-04-26,19,1,1,1,1
1,2,84,HR_066,HR_137,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-19,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,2022-04-07,33,6,0,39,0,72,2.1818181818181817,85.09090909090908,2022-04-07,139,139,2022-05-05,28,1,1,1,1
1,2,85,HR_027,HR_043,R,4,TRUE,TRUE,TRUE,4,"1,5,4",NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,3,0,0,3,0,7,2.3333333333333335,7,2022-04-07,122,139,2022-04-20,13,1,1,1,1
1,2,86,HR_189,HR_051,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-14,5,0,0,5,0,0,0,0,2022-04-07,122,139,2022-04-20,13,1,1,1,0
1,2,87,HR_069,HR_133,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-19,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-14,6,0,0,6,0,11,1.8333333333333333,11,2022-04-07,139,139,2022-04-26,19,1,1,1,1
1,2,88,HR_066,HR_078,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,5,0,0,5,0,3,0.6,3,2022-04-07,122,139,2022-04-20,13,1,1,1,1
1,2,89,HR_175,HR_164,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,3,0,0,3,0,2,0.6666666666666666,2,2022-04-07,122,139,2022-04-26,19,1,1,1,1
1,2,90,HR_148,HR_109,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,9,0,0,9,0,9,1,9,2022-04-07,122,139,2022-04-20,13,1,1,1,1
1,2,91,HR_002,HR_071,R,7,TRUE,TRUE,TRUE,7,"5,2,7",NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,9,2,0,11,0,4,0.4444444444444444,4.888888888888888,2022-04-07,122,139,2022-04-26,19,1,1,1,1
1,2,92,HR_002,HR_059,R,5,TRUE,TRUE,TRUE,5,"1,5,8",NA,2021-11-19,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,6,0,0,6,0,3,0.5,3,2022-04-07,139,139,2022-04-26,19,1,1,1,1
1,3,93,HR_074,HR_070,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,0,0,0,4,NA,0,0,2022-03-24,108,125,2022-04-14,21,1,1,0,0
1,3,94,HR_155,HR_009,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-17,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,11,1,0,12,21,22,2,24,2022-03-24,97,125,2022-04-20,27,1,1,1,1
1,3,95,HR_115,HR_131,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,16,4,0,20,20,13,0.8125,16.25,2022-03-24,108,125,2022-04-27,34,1,1,1,1
1,3,96,HR_066,HR_087,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,0,0,0,0,5,0,0,0,2022-03-24,108,125,2022-04-20,27,1,1,0,0
1,3,97,HR_147,HR_118,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-19,NA,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,25,12,0,37,20,21,0.84,31.08,2022-03-16,100,117,2022-04-27,42,1,1,1,1
1,3,98,HR_088,HR_182,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,9,5,0,14,0,1,0.1111111111111111,1.5555555555555554,2022-03-24,108,125,2022-04-20,27,1,1,1,1
1,3,99,HR_034,HR_017,R,8,TRUE,TRUE,TRUE,8,"7,4,8",NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,2022-04-27,2022-05-05,2022-05-11,NA,NA,NA,2022-03-24,13,4,0,17,0,4,0.3076923076923077,5.230769230769231,2022-03-24,108,125,2022-05-11,48,1,1,1,1
1,3,100,HR_064,HR_028,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-19,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,NA,NA,NA,NA,2022-03-31,30,1,0,31,20,18,0.6,18.599999999999998,2022-03-31,132,132,2022-05-05,35,1,1,1,1
1,3,101,HR_135,HR_004,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,2,0,2,20,0,0,0,2022-03-24,108,125,2022-04-07,14,1,1,1,0
1,3,102,HR_090,HR_103,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,15,6,0,21,23,19,1.2666666666666666,26.599999999999998,2022-03-24,108,125,2022-04-20,27,1,1,1,1
1,3,103,HR_147,HR_021,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,12,10,0,22,23,13,1.0833333333333333,23.833333333333332,2022-03-31,115,132,2022-04-20,20,1,1,1,1
1,3,104,HR_149,HR_174,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-19,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,4,1,0,5,9,4,1,5,2022-03-24,125,125,2022-04-20,27,1,1,1,1
1,3,105,HR_156,HR_193,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,23,2,0,25,20,23,1,25,2022-03-24,108,125,2022-04-27,34,1,1,1,1
1,3,106,HR_135,HR_152,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,8,1,0,9,21,7,0.875,7.875,2022-03-24,108,125,2022-04-14,21,1,1,1,1
1,3,107,HR_147,HR_150,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-19,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,13,2,0,15,30,7,0.5384615384615384,8.076923076923077,2022-03-24,125,125,2022-04-27,34,1,1,1,1
1,3,108,HR_062,HR_116,n,5,TRUE,FALSE,TRUE,5,5,NA,NA,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,NA,NA,NA,2022-03-31,25,14,0,39,20,12,0.48,18.72,2022-03-31,NA,132,2022-05-11,41,0,1,1,1
1,3,109,HR_064,HR_190,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,16,0,0,16,20,18,1.125,18,2022-03-24,108,125,2022-04-14,21,1,1,1,1
1,3,110,HR_064,HR_019,n,5,TRUE,FALSE,TRUE,5,5,Two fitness plants? 1 and 5 originally recorded,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-20,31,9,0,40,20,44,1.4193548387096775,56.7741935483871,2022-03-24,108,125,2022-04-20,27,1,1,1,1
1,3,111,HR_180,HR_179,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,21,2,0,23,40,20,0.9523809523809523,21.904761904761905,2022-03-24,108,125,2022-04-27,34,1,1,1,1
1,3,112,HR_189,HR_168,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-17,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,12,2,0,14,30,10,0.8333333333333334,11.666666666666668,2022-03-24,97,125,2022-04-20,27,1,1,1,1
1,3,113,HR_069,HR_156,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,41,2,0,43,20,23,0.5609756097560976,24.121951219512198,2022-03-24,108,125,2022-04-27,34,1,1,1,1
1,3,114,HR_088,HR_067,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-17,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,NA,NA,NA,2022-03-31,11,0,0,11,20,1,0.09090909090909091,1,2022-03-31,104,132,2022-05-11,41,1,1,1,1
1,3,115,HR_074,HR_066,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,4,4,0,8,0,6,1.5,12,2022-03-31,115,132,2022-04-27,27,1,1,1,1
1,3,116,HR_200,HR_159,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-17,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,18,10,0,28,20,11,0.6111111111111112,17.111111111111114,2022-03-24,97,125,2022-04-27,34,1,1,1,1
1,3,117,HR_100,HR_135,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,NA,NA,NA,2022-03-31,22,0,0,22,21,5,0.22727272727272727,5,2022-03-31,115,132,2022-05-11,41,1,1,1,1
1,3,118,HR_121,HR_141,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,NA,28,3,0,31,22,110,3.9285714285714284,121.78571428571428,2022-03-31,115,132,2022-04-20,20,1,1,1,1
1,3,119,HR_195,HR_181,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-19,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-04-14,9,0,0,9,21,8,0.8888888888888888,8,2022-03-24,125,125,2022-04-27,34,1,1,1,1
1,3,120,HR_059,HR_155,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,20,3,0,23,27,34,1.7,39.1,2022-03-31,115,132,2022-04-27,27,1,1,1,1
1,3,121,HR_171,HR_001,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,9,0,0,9,25,14,1.5555555555555556,14,2022-03-31,115,132,2022-04-20,20,1,1,1,1
1,3,122,HR_115,HR_111,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-19,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,6,1,0,7,25,4,0.6666666666666666,4.666666666666666,2022-04-07,139,139,2022-04-20,13,1,1,1,1
1,3,123,HR_195,HR_068,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-19,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-20,5,0,0,5,20,4,0.8,4,2022-03-31,132,132,2022-04-20,20,1,1,1,1
1,3,124,HR_002,HR_056,R,7,TRUE,TRUE,TRUE,7,"2,6,7",NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,16,2,0,18,0,36,2.25,40.5,2022-03-31,115,132,2022-04-20,20,1,1,1,1
1,3,125,HR_095,HR_124,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,11,0,0,11,25,21,1.9090909090909092,21,2022-03-31,115,132,2022-04-14,14,1,1,1,1
1,3,126,HR_057,HR_147,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,14,2,0,16,21,10,0.7142857142857143,11.428571428571429,2022-03-31,115,132,2022-04-27,27,1,1,1,1
1,3,127,HR_156,HR_197,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,NA,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,NA,9,0,0,9,20,15,1.6666666666666667,15,2022-04-14,129,146,2022-04-20,6,1,1,1,1
1,3,128,HR_149,HR_065,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-19,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,37,0,0,37,30,51,1.3783783783783783,51,2022-03-31,132,132,2022-04-27,27,1,1,1,1
1,3,129,HR_141,HR_044,R,8,TRUE,TRUE,TRUE,8,"1,4,8",NA,2021-12-17,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-31,19,0,0,19,0,34,1.7894736842105263,34,2022-03-31,104,132,2022-04-27,27,1,1,1,1
1,3,130,HR_139,HR_127,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,15,1,0,16,20,36,2.4,38.4,2022-03-31,115,132,2022-04-20,20,1,1,1,1
1,3,131,HR_100,HR_192,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,NA,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-04-14,0,0,0,0,20,NA,0,0,2022-04-14,129,146,2022-04-14,0,1,1,0,0
1,3,132,HR_160,HR_079,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-04-14,11,0,0,11,21,9,0.8181818181818182,9,2022-04-07,122,139,2022-04-27,20,1,1,1,1
1,3,133,HR_090,HR_053,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,4,0,0,4,16,0,0,0,2022-04-07,122,139,2022-04-20,13,1,1,1,0
1,3,134,HR_141,HR_184,R,6,TRUE,TRUE,TRUE,6,"2,6,3",NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,2022-05-11,NA,NA,NA,2022-03-31,7,3,0,10,0,5,0.7142857142857143,7.142857142857143,2022-03-31,115,132,2022-05-11,41,1,1,1,1
1,3,135,HR_121,HR_139,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-04-20,12,1,0,13,20,15,1.25,16.25,2022-03-31,115,132,2022-04-27,27,1,1,1,1
1,3,136,HR_059,HR_166,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,2022-05-20,2022-05-24,NA,NA,4,0,0,4,20,6,1.5,6,2022-04-07,122,139,2022-05-24,47,1,1,1,1
1,3,137,HR_008,HR_042,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,NA,NA,NA,NA,2022-04-14,4,0,0,4,21,1,0.25,1,2022-04-07,122,139,2022-05-05,28,1,1,1,1
