,Site:  Hastings Ranch 2021-22,,,,,Plant ID,,,,,,,,,,"D-dead; G- gopher; UR-uprooted (plug pushed up); B- buried; PR- paddle replaced; DP-deer poop; T-trampled by deer; (3)- Tripplet (3 Cotyledons); *-cotyledons missing; M -= Missing P-pig; ?-unsure; M- missing; C-regrew cotyledons, (n=2)- double",,
2,5,206,HR_196,HR_183,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,*-2,C-2,
2,5,206,HR_196,HR_183,Flow Date,,,,,,,,,,,,,
2,5,207,HR_125,HR_86,Germ Date,2022-12-06,,2022-12-17,2022-12-06,,,2022-12-06,2022-12-06,,,,,
2,5,207,HR_125,HR_86,Flow Date,,,,,,,,,,,,,
2,5,208,HR_62,HR_134,Germ Date,,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,5,208,HR_62,HR_134,Flow Date,,,,,,,,,,,,,
2,5,209,HR_57,HR_6,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,5,209,HR_57,HR_6,Flow Date,,,,,,,,,,,,,
2,5,210,HR_156,HR_197,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,5,210,HR_156,HR_197,Flow Date,,,,,,,,,,,,,
2,5,211,HR_69,HR_133,Germ Date,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,,,,,
2,5,211,HR_69,HR_133,Flow Date,,,,,,,,,,,,,
2,5,212,HR_5,HR_180,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-17,2022-12-06,,,,PR-8,
2,5,212,HR_5,HR_180,Flow Date,,,,,,,,,,,,,
2,5,213,HR_115,HR_131,Germ Date,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,2022-12-06,,,,,
2,5,213,HR_115,HR_131,Flow Date,,,,,,,,,,,,,
2,5,214,HR_141,HR_44,Germ Date,,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,,,,,
2,5,214,HR_141,HR_44,Flow Date,,,,,,,,,,,,,
2,5,215,HR_147,HR_21,Germ Date,2022-12-17,2022-12-17,2022-12-06,2022-12-17,2022-12-17,2022-12-17,2022-12-06,,,,,,
2,5,215,HR_147,HR_21,Flow Date,,,,,,,,,,,,,
2,5,216,HR_95,HR_124,Germ Date,2022-12-17,2022-12-17,2022-12-17,2022-12-17,,2022-12-17,,2022-12-17,,,,,
2,5,216,HR_95,HR_124,Flow Date,,,,,,,,,,,,,
2,5,217,HR_160,HR_173,Germ Date,2022-12-17,2022-12-17,,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-17,,,,,
2,5,217,HR_160,HR_173,Flow Date,,,,,,,,,,,,,
2,5,218,HR_195,HR_68,Germ Date,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,,,,?-5,
2,5,218,HR_195,HR_68,Flow Date,,,,,,,,,,,,,
2,5,219,HR_74,HR_66,Germ Date,2022-12-17,2022-12-17,2022-12-06,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,,,,,
2,5,219,HR_74,HR_66,Flow Date,,,,,,,,,,,,,
2,5,220,HR_6,HR_142,Germ Date,2022-12-17,2022-12-17,2022-12-17,,2022-12-17,2022-12-17,2022-12-17,,,,,*-2,
2,5,220,HR_6,HR_142,Flow Date,,,,,,,,,,,,,
2,5,221,HR_6,HR_162,Germ Date,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,,,,*-7,
2,5,221,HR_6,HR_162,Flow Date,,,,,,,,,,,,,
2,5,222,HR_95,HR_20,Germ Date,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,,,,,
2,5,222,HR_95,HR_20,Flow Date,,,,,,,,,,,,,
2,5,223,HR_70,HR_165,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,5,223,HR_70,HR_165,Flow Date,,,,,,,,,,,,,
2,5,224,HR_139,HR_62,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,,
2,5,224,HR_139,HR_62,Flow Date,,,,,,,,,,,,,
2,5,225,HR_027,HR_43,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,,,,,
2,5,225,HR_027,HR_43,Flow Date,,,,,,,,,,,,,
2,5,226,HR_131,HR_46,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,,,,,
2,5,226,HR_131,HR_46,Flow Date,,,,,,,,,,,,,
2,5,227,HR_155,HR_9,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,5,227,HR_155,HR_9,Flow Date,,,,,,,,,,,,,
2,5,228,HR_171,HR_1,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,5,228,HR_171,HR_1,Flow Date,,,,,,,,,,,,,
2,5,229,HR_002,HR_56,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-11-19,2022-12-06,,,,,
2,5,229,HR_002,HR_56,Flow Date,,,,,,,,,,,,,
2,6,230,HR_175,HR_27,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,"*-4,5,7","?-2;C-4,5,7",
2,6,230,HR_175,HR_27,Flow Date,,,,,,,,,,,,,
2,6,231,HR_34,HR_112,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-17,2022-12-17,2022-12-06,,,,"?-6,7",
2,6,231,HR_34,HR_112,Flow Date,,,,,,,,,,,,,
2,6,232,HR_64,HR_28,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,232,HR_64,HR_28,Flow Date,,,,,,,,,,,,,
2,6,233,HR_53,HR_92,Germ Date,,2022-12-06,2022-12-06,2022-12-06,,2022-12-17,2022-12-06,2022-12-17,,,*-3,,
2,6,233,HR_53,HR_92,Flow Date,,,,,,,,,,,,,
2,6,234,HR_64,HR_19,Germ Date,2022-12-17,2022-12-06,2022-12-17,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,234,HR_64,HR_19,Flow Date,,,,,,,,,,,,,
2,6,235,HR_180,HR_23,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-17,2022-12-17,,,,,
2,6,235,HR_180,HR_23,Flow Date,,,,,,,,,,,,,
2,6,236,HR_115,HR_111,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-17,2022-12-17,,,*-5,,
2,6,236,HR_115,HR_111,Flow Date,,,,,,,,,,,,,
2,6,237,HR_139,HR_129,Germ Date,2022-12-17,2022-12-17,2022-12-17,2022-12-06,2022-12-17,2022-12-17,2022-12-06,2022-12-17,,,*-4,C-4;PR-8,
2,6,237,HR_139,HR_129,Flow Date,,,,,,,,,,,,,
2,6,238,HR_200,HR_10,Germ Date,2022-12-17,2022-12-17,2022-12-17,,,,2022-12-06,2022-12-17,,,,,
2,6,238,HR_200,HR_10,Flow Date,,,,,,,,,,,,,
2,6,239,HR_200,HR_159,Germ Date,2022-12-17,2022-12-17,,2022-12-17,2022-12-17,2022-12-17,2022-12-06,,,,,,
2,6,239,HR_200,HR_159,Flow Date,,,,,,,,,,,,,
2,6,240,HR_100,HR_195,Germ Date,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,,,,,
2,6,240,HR_100,HR_195,Flow Date,,,,,,,,,,,,,
2,6,241,HR_168,HR_148,Germ Date,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,,,,,
2,6,241,HR_168,HR_148,Flow Date,,,,,,,,,,,,,
2,6,242,HR_160,HR_79,Germ Date,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,2022-12-17,,,,,*-7,
2,6,242,HR_160,HR_79,Flow Date,,,,,,,,,,,,,
2,6,243,HR_168,HR_101,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-11-19,2022-12-06,2022-12-17,2022-12-06,,,,*-5,
2,6,243,HR_168,HR_101,Flow Date,,,,,,,,,,,,,
2,6,244,HR_110,HR_37,Germ Date,,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,,,,*-8,
2,6,244,HR_110,HR_37,Flow Date,,,,,,,,,,,,,
2,6,245,HR_88,HR_182,Germ Date,2022-12-06,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,245,HR_88,HR_182,Flow Date,,,,,,,,,,,,,
2,6,246,HR_155,HR_121,Germ Date,12/6 *,2022-12-06,2022-12-06,,2022-12-17,2022-12-17,2022-12-17,2022-12-06,,,*-1,"C-1;*-5,6,7",
2,6,246,HR_155,HR_121,Flow Date,,,,,,,,,,,,,
2,6,247,HR_74,HR_115,Germ Date,2022-12-06,,2022-12-06,2022-12-06,,2022-12-06,,,,,,,
2,6,247,HR_74,HR_115,Flow Date,,,,,,,,,,,,,
2,6,248,HR_88,HR_14,Germ Date,2022-12-17,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,248,HR_88,HR_14,Flow Date,,,,,,,,,,,,,
2,6,249,HR_157,HR_95,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,249,HR_157,HR_95,Flow Date,,,,,,,,,,,,,
2,6,250,HR_64,HR_190,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,*-1,
2,6,250,HR_64,HR_190,Flow Date,,,,,,,,,,,,,
2,6,251,HR_115,HR_26,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-11-19,2022-12-06,2022-11-19,2022-11-19,,,,,
2,6,251,HR_115,HR_26,Flow Date,,,,,,,,,,,,,
2,6,252,HR_002,HR_59,Germ Date,2022-12-06,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,"*-4,5",C-4,
2,6,252,HR_002,HR_59,Flow Date,,,,,,,,,,,,,
2,6,253,HR_148,HR_114,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-11-19,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,253,HR_148,HR_114,Flow Date,,,,,,,,,,,,,
2,6,254,HR_180,HR_179,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,254,HR_180,HR_179,Flow Date,,,,,,,,,,,,,
2,6,255,HR_100,HR_135,Germ Date,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,,,,,
2,6,255,HR_100,HR_135,Flow Date,,,,,,,,,,,,,
2,6,256,HR_108,HR_16,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,256,HR_108,HR_16,Flow Date,,,,,,,,,,,,,
2,6,257,HR_195,HR_104,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,*-1,
2,6,257,HR_195,HR_104,Flow Date,,,,,,,,,,,,,
2,6,258,HR_133,HR_161,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,,,,*-8,
2,6,258,HR_133,HR_161,Flow Date,,,,,,,,,,,,,
2,6,259,HR_131,HR_113,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,,
2,6,259,HR_131,HR_113,Flow Date,,,,,,,,,,,,,
2,6,260,HR_53,HR_38,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,(n=2)-8,
2,6,260,HR_53,HR_38,Flow Date,,,,,,,,,,,,,
2,6,261,HR_59,HR_155,Germ Date,2022-12-06,2022-11-19,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,261,HR_59,HR_155,Flow Date,,,,,,,,,,,,,
2,6,262,HR_157,HR_88,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,"*-1,2,6","C-1,2,6",
2,6,262,HR_157,HR_88,Flow Date,,,,,,,,,,,,,
2,6,263,HR_121,HR_105,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,2022-12-06,,,,,
2,6,263,HR_121,HR_105,Flow Date,,,,,,,,,,,,,
2,6,264,HR_189,HR_51,Germ Date,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,*-3,
2,6,264,HR_189,HR_51,Flow Date,,,,,,,,,,,,,
2,6,265,HR_141,HR_15,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,265,HR_141,HR_15,Flow Date,,,,,,,,,,,,,
2,6,266,HR_95,HR_178,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,266,HR_95,HR_178,Flow Date,,,,,,,,,,,,,
2,6,267,HR_149,HR_174,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,*-1,"*-8, C-1",
2,6,267,HR_149,HR_174,Flow Date,,,,,,,,,,,,,
2,6,268,HR_164,HR_41,Germ Date,2022-11-19,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-11-19,2022-12-06,,,,,
2,6,268,HR_164,HR_41,Flow Date,,,,,,,,,,,,,
2,6,269,HR_156,HR_25,Germ Date,,,,,,,,,,,,,
2,6,269,HR_156,HR_25,Flow Date,,,,,,,,,,,,,
2,6,270,HR_62,HR_116,Germ Date,2022-12-06,2022-12-17,2022-12-17,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,,,,,
2,6,270,HR_62,HR_116,Flow Date,,,,,,,,,,,,,
2,6,271,HR_66,HR_137,Germ Date,2022-12-17,2022-12-17,2022-11-19,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,271,HR_66,HR_137,Flow Date,,,,,,,,,,,,,
2,6,272,HR_110,HR_32,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,272,HR_110,HR_32,Flow Date,,,,,,,,,,,,,
2,6,273,HR_189,HR_18,Germ Date,2022-12-06,2022-12-17,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
2,6,273,HR_189,HR_18,Flow Date,,,,,,,,,,,,,
2,6,274,HR_5,HR_149,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,,,,,
2,6,274,HR_5,HR_149,Flow Date,,,,,,,,,,,,,
3,7,275,HR_66,HR_78,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,2022-12-06,2022-12-06,2022-12-06,,,*-1,C-1,
3,7,275,HR_66,HR_78,Flow Date,,,,,,,,,,,,,
3,7,276,HR_180,HR_23,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,276,HR_180,HR_23,Flow Date,,,,,,,,,,,,,
3,7,277,HR_74,HR_70,Germ Date,,2022-12-06,,,2022-12-06,2022-12-17,,,,,,,
3,7,277,HR_74,HR_70,Flow Date,,,,,,,,,,,,,
3,7,278,HR_160,HR_173,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,278,HR_160,HR_173,Flow Date,,,,,,,,,,,,,
3,7,279,HR_100,HR_192,Germ Date,2022-12-06,2022-12-06,2022-11-19,2022-12-17,2022-12-17,2022-12-06,2022-12-06,2022-12-17,,,,"*-4,5",
3,7,279,HR_100,HR_192,Flow Date,,,,,,,,,,,,,
3,7,280,HR_195,HR_104,Germ Date,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,280,HR_195,HR_104,Flow Date,,,,,,,,,,,,,
3,7,281,HR_133,HR_161,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,281,HR_133,HR_161,Flow Date,,,,,,,,,,,,,
3,7,282,HR_64,HR_28,Germ Date,2022-12-06,2022-11-19,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,282,HR_64,HR_28,Flow Date,,,,,,,,,,,,,
3,7,283,HR_002,HR_59,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-11-19,2022-12-06,,,,,
3,7,283,HR_002,HR_59,Flow Date,,,,,,,,,,,,,
3,7,284,HR_164,HR_5,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,284,HR_164,HR_5,Flow Date,,,,,,,,,,,,,
3,7,285,HR_70,HR_61,Germ Date,2022-12-06,2022-11-19,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,,
3,7,285,HR_70,HR_61,Flow Date,,,,,,,,,,,,,
3,7,286,HR_110,HR_32,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,,,,,
3,7,286,HR_110,HR_32,Flow Date,,,,,,,,,,,,,
3,7,287,HR_108,HR_175,Germ Date,,2022-12-06,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,287,HR_108,HR_175,Flow Date,,,,,,,,,,,,,
3,7,288,HR_5,HR_180,Germ Date,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,,2022-12-06,,,,,
3,7,288,HR_5,HR_180,Flow Date,,,,,,,,,,,,,
3,7,289,HR_135,HR_152,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,289,HR_135,HR_152,Flow Date,,,,,,,,,,,,,
3,7,290,HR_59,HR_155,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,290,HR_59,HR_155,Flow Date,,,,,,,,,,,,,
3,7,291,HR_171,HR_57,Germ Date,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,*-2,C-2,
3,7,291,HR_171,HR_57,Flow Date,,,,,,,,,,,,,
3,7,292,HR_88,HR_67,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,292,HR_88,HR_67,Flow Date,,,,,,,,,,,,,
3,7,293,HR_34,HR_112,Germ Date,2022-12-17,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-17,2022-12-06,,,,,"*-1,4; (3)-7",
3,7,293,HR_34,HR_112,Flow Date,,,,,,,,,,,,,
3,7,294,HR_62,HR_136,Germ Date,2022-12-06,2022-12-17,2022-12-06,,2022-12-06,2022-12-17,2022-12-06,2022-12-06,,,,,
3,7,294,HR_62,HR_136,Flow Date,,,,,,,,,,,,,
3,7,295,HR_131,HR_46,Germ Date,2022-12-06,2022-12-06,2022-12-17,2022-12-06,2022-12-06,,2022-12-06,2022-12-06,,,,*-3,
3,7,295,HR_131,HR_46,Flow Date,,,,,,,,,,,,,
3,7,296,HR_002,HR_56,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,296,HR_002,HR_56,Flow Date,,,,,,,,,,,,,
3,7,297,HR_200,HR_10,Germ Date,2022-12-06,2022-12-17,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-17,,,,,"(3)-7, D-6",
3,7,297,HR_200,HR_10,Flow Date,,,,,,,,,,,,,
3,7,298,HR_6,HR_142,Germ Date,,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,*-2,,
3,7,298,HR_6,HR_142,Flow Date,,,,,,,,,,,,,
3,7,299,HR_66,HR_137,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-17,2022-12-06,,,,,
3,7,299,HR_66,HR_137,Flow Date,,,,,,,,,,,,,
3,7,300,HR_34,HR_17,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,*-6,,
3,7,300,HR_34,HR_17,Flow Date,,,,,,,,,,,,,
3,7,301,HR_8,HR_58,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,301,HR_8,HR_58,Flow Date,,,,,,,,,,,,,
3,7,302,HR_180,HR_179,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,302,HR_180,HR_179,Flow Date,,,,,,,,,,,,,
3,7,303,HR_196,HR_54,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,303,HR_196,HR_54,Flow Date,,,,,,,,,,,,,
3,7,304,HR_164,HR_201,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,,
3,7,304,HR_164,HR_201,Flow Date,,,,,,,,,,,,,
3,7,305,HR_141,HR_15,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,305,HR_141,HR_15,Flow Date,,,,,,,,,,,,,
3,7,306,HR_70,HR_165,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,306,HR_70,HR_165,Flow Date,,,,,,,,,,,,,
3,7,307,HR_141,HR_184,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,307,HR_141,HR_184,Flow Date,,,,,,,,,,,,,
3,7,308,HR_95,HR_124,Germ Date,2022-12-17,,,,,2022-12-17,2022-12-17,2022-12-17,,,,,
3,7,308,HR_95,HR_124,Flow Date,,,,,,,,,,,,,
3,7,309,HR_148,HR_114,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
3,7,309,HR_148,HR_114,Flow Date,,,,,,,,,,,,,
3,7,310,HR_139,HR_127,Germ Date,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,2022-12-06,,,,,
